algorithm,budget,coverage,cost_per_coverage,distribution,radius,time
greedy,1500,100,1.66,3,9,3
random,1500,100,4.5,3,9,0
bad_greedy,1500,100,4.5,3,9,1
k=1,1500,100,1.54,3,9,36
k=2,1500,100,1.51,3,9,1810
greedy,1500,56,26.6071,4,9,4
random,1500,25,59.64,4,9,0
bad_greedy,1500,28,51.8929,4,9,1
k=1,1500,56,26,4,9,52
k=2,1500,56,26,4,9,2695
greedy,1500,100,9.4,2,9,3
random,1500,89,16.8539,2,9,0
bad_greedy,1500,84,17.8571,2,9,1
k=1,1500,100,9.4,2,9,40
k=2,1500,100,9.4,2,9,1963
greedy,1500,100,1.28,3,9,3
random,1500,100,4.18,3,9,0
bad_greedy,1500,100,4.18,3,9,1
k=1,1500,100,1.27,3,9,43
k=2,1500,100,1.26,3,9,1952
greedy,1500,58,25.7241,4,9,4
random,1500,32,46.7188,4,9,0
bad_greedy,1500,37,39.6757,4,9,1
k=1,1500,58,24.8276,4,9,67
k=2,1500,58,24.8276,4,9,2646
greedy,1500,100,9,2,9,3
random,1500,91,16.4835,2,9,0
bad_greedy,1500,80,18.75,2,9,2
k=1,1500,100,9,2,9,42
k=2,1500,100,9,2,9,1918
greedy,1500,100,1.55,3,9,3
random,1500,100,4.73,3,9,0
bad_greedy,1500,100,4.73,3,9,1
k=1,1500,100,1.47,3,9,42
k=2,1500,100,1.46,3,9,1919
greedy,1500,49,30.3061,4,9,4
random,1500,21,71.2857,4,9,0
bad_greedy,1500,31,46.129,4,9,2
k=1,1500,50,29.76,4,9,83
k=2,1500,50,29.76,4,9,3260
greedy,1500,100,9.6,2,9,4
random,1500,93,16.129,2,9,0
bad_greedy,1500,83,18.0723,2,9,1
k=1,1500,100,9.6,2,9,40
k=2,1500,100,9.6,2,9,2091
greedy,1500,100,1.62,3,9,3
random,1500,100,4.43,3,9,0
bad_greedy,1500,100,4.43,3,9,1
k=1,1500,100,1.58,3,9,39
k=2,1500,100,1.54,3,9,1929
greedy,1500,56,26.1429,4,9,3
random,1500,22,66.0909,4,9,0
bad_greedy,1500,32,46.2812,4,9,1
k=1,1500,57,25.7018,4,9,54
k=2,1500,57,25.7018,4,9,2675
greedy,1500,100,8.4,2,9,3
random,1500,90,16.6667,2,9,0
bad_greedy,1500,82,18.2927,2,9,1
k=1,1500,100,8.4,2,9,36
k=2,1500,100,8.4,2,9,1884
greedy,1500,100,1.32,3,9,3
random,1500,100,4.28,3,9,0
bad_greedy,1500,100,4.28,3,9,1
k=1,1500,100,1.3,3,9,36
k=2,1500,100,1.28,3,9,1761
greedy,1500,51,29.2745,4,9,3
random,1500,27,55.4444,4,9,0
bad_greedy,1500,35,40.7429,4,9,1
k=1,1500,51,29.2745,4,9,55
k=2,1500,51,29.2745,4,9,2751
greedy,1500,100,9.2,2,9,3
random,1500,91,16.4835,2,9,0
bad_greedy,1500,86,17.4419,2,9,1
k=1,1500,100,9.2,2,9,40
k=2,1500,100,9.2,2,9,1948
greedy,1500,99,1.20202,3,9,3
random,1500,100,4.06,3,9,0
bad_greedy,1500,100,4.06,3,9,1
k=1,1500,100,1.17,3,9,42
k=2,1500,100,1.15,3,9,1761
greedy,1500,49,29.898,4,9,3
random,1500,19,78.2105,4,9,0
bad_greedy,1500,33,44.0303,4,9,1
k=1,1500,49,29.898,4,9,56
k=2,1500,49,29.898,4,9,2830
greedy,1500,100,9.2,2,9,3
random,1500,95,15.7895,2,9,0
bad_greedy,1500,83,18.0723,2,9,1
k=1,1500,100,9,2,9,39
k=2,1500,100,9,2,9,1902
greedy,1500,100,1.59,3,9,3
random,1500,100,4.63,3,9,0
bad_greedy,1500,100,4.63,3,9,1
k=1,1500,100,1.56,3,9,38
k=2,1500,100,1.54,3,9,1975
greedy,1500,48,30.1458,4,9,3
random,1500,24,61.375,4,9,0
bad_greedy,1500,35,41.8571,4,9,1
k=1,1500,48,30.1458,4,9,61
k=2,1500,48,30.1458,4,9,2821
greedy,1500,100,9,2,9,3
random,1500,93,16.129,2,9,0
bad_greedy,1500,86,17.4419,2,9,1
k=1,1500,100,9,2,9,41
k=2,1500,100,9,2,9,1900
greedy,1500,100,1.39,3,9,3
random,1500,100,4.51,3,9,0
bad_greedy,1500,100,4.51,3,9,1
k=1,1500,100,1.35,3,9,37
k=2,1500,100,1.33,3,9,1819
greedy,1500,55,26.2545,4,9,4
random,1500,18,82.7222,4,9,0
bad_greedy,1500,33,43.6667,4,9,1
k=1,1500,56,25.9643,4,9,52
k=2,1500,56,25.9643,4,9,2607
greedy,1500,100,7.8,2,9,4
random,1500,95,15.7895,2,9,0
bad_greedy,1500,80,18.75,2,9,1
k=1,1500,100,7.8,2,9,34
k=2,1500,100,7.8,2,9,1657
greedy,1500,100,1.36,3,9,3
random,1500,100,4.49,3,9,0
bad_greedy,1500,100,4.49,3,9,1
k=1,1500,100,1.31,3,9,37
k=2,1500,100,1.28,3,9,1862
greedy,1500,56,26.375,4,9,3
random,1500,20,75,4,9,0
bad_greedy,1500,38,39.3421,4,9,1
k=1,1500,56,26.375,4,9,57
k=2,1500,56,26.375,4,9,2683
greedy,1500,100,9.4,2,9,3
random,1500,93,16.129,2,9,0
bad_greedy,1500,82,18.2927,2,9,1
k=1,1500,100,9.2,2,9,40
k=2,1500,100,9.2,2,9,2092
greedy,1500,100,1.26,3,9,3
random,1500,100,4.59,3,9,0
bad_greedy,1500,100,4.59,3,9,1
k=1,1500,100,1.26,3,9,50
k=2,1500,100,1.23,3,9,1764
greedy,1500,61,23.7541,4,9,3
random,1500,38,38.6579,4,9,0
bad_greedy,1500,37,38.3784,4,9,1
k=1,1500,62,23.5323,4,9,54
k=2,1500,62,23.5161,4,9,2728
greedy,500,85,5.88235,2,11,4
random,500,61,8.19672,2,11,0
bad_greedy,500,33,15.1515,2,11,1
k=1,500,86,5.81395,2,11,38
k=2,500,86,5.81395,2,11,1960
greedy,500,100,1.15,3,11,3
random,500,100,4.3,3,11,0
bad_greedy,500,100,4.3,3,11,1
k=1,500,100,1.13,3,11,34
k=2,500,100,1.12,3,11,1655
greedy,500,39,12.4615,4,11,3
random,500,11,41.1818,4,11,0
bad_greedy,500,27,17.5556,4,11,1
k=1,500,39,12.3333,4,11,68
k=2,500,39,12.3333,4,11,3227
greedy,500,90,5.55556,2,11,3
random,500,67,7.46269,2,11,0
bad_greedy,500,38,13.1579,2,11,1
k=1,500,90,5.55556,2,11,35
k=2,500,90,5.55556,2,11,1684
greedy,500,100,1.3,3,11,3
random,500,100,4.45,3,11,0
bad_greedy,500,100,4.45,3,11,1
k=1,500,100,1.27,3,11,35
k=2,500,100,1.25,3,11,1711
greedy,500,41,11.9756,4,11,3
random,500,18,25.6667,4,11,0
bad_greedy,500,30,15.8333,4,11,1
k=1,500,41,11.9756,4,11,59
k=2,500,41,11.9756,4,11,3233
greedy,500,90,5.55556,2,11,4
random,500,70,7.14286,2,11,0
bad_greedy,500,47,10.6383,2,11,2
k=1,500,91,5.49451,2,11,42
k=2,500,91,5.49451,2,11,1991
greedy,500,100,1.37,3,11,4
random,500,100,4.7,3,11,0
bad_greedy,500,100,4.7,3,11,1
k=1,500,100,1.36,3,11,54
k=2,500,100,1.34,3,11,1787
greedy,500,37,12.6757,4,11,3
random,500,20,24.5,4,11,0
bad_greedy,500,19,23.3684,4,11,1
k=1,500,38,12.2105,4,11,60
k=2,500,38,12.2105,4,11,3086
greedy,500,89,5.61798,2,11,3
random,500,59,8.47458,2,11,0
bad_greedy,500,42,11.9048,2,11,1
k=1,500,90,5.55556,2,11,37
k=2,500,90,5.55556,2,11,1910
greedy,500,100,1.06,3,11,3
random,500,100,4.19,3,11,0
bad_greedy,500,100,4.19,3,11,2
k=1,500,100,1.03,3,11,32
k=2,500,100,1,3,11,1609
greedy,500,35,13.7143,4,11,4
random,500,22,22.3636,4,11,0
bad_greedy,500,20,23.5,4,11,1
k=1,500,35,13.7143,4,11,64
k=2,500,35,13.7143,4,11,3073
greedy,500,94,5.31915,2,11,3
random,500,71,7.04225,2,11,0
bad_greedy,500,41,12.1951,2,11,1
k=1,500,94,5.31915,2,11,31
k=2,500,94,5.31915,2,11,1414
greedy,500,100,1.09,3,11,3
random,500,100,4.56,3,11,0
bad_greedy,500,100,4.56,3,11,1
k=1,500,100,1.07,3,11,32
k=2,500,100,1.05,3,11,1498
greedy,500,37,12.7838,4,11,3
random,500,16,30.375,4,11,0
bad_greedy,500,25,18.52,4,11,1
k=1,500,38,13.0789,4,11,60
k=2,500,38,13.0789,4,11,3018
greedy,500,89,5.61798,2,11,4
random,500,70,7.14286,2,11,0
bad_greedy,500,31,16.129,2,11,1
k=1,500,89,5.61798,2,11,37
k=2,500,89,5.61798,2,11,1833
greedy,500,100,1.04,3,11,3
random,500,100,4.23,3,11,0
bad_greedy,500,100,4.23,3,11,1
k=1,500,100,0.99,3,11,34
k=2,500,100,0.97,3,11,1591
greedy,500,35,13.8857,4,11,3
random,500,14,33.9286,4,11,0
bad_greedy,500,20,22.95,4,11,2
k=1,500,35,13.6571,4,11,74
k=2,500,35,13.6571,4,11,3172
greedy,500,87,5.74713,2,11,3
random,500,65,7.69231,2,11,0
bad_greedy,500,38,13.1579,2,11,1
k=1,500,88,5.68182,2,11,41
k=2,500,88,5.68182,2,11,2061
greedy,500,100,1.24,3,11,3
random,500,100,4.83,3,11,0
bad_greedy,500,100,4.83,3,11,1
k=1,500,100,1.2,3,11,33
k=2,500,100,1.17,3,11,1564
greedy,500,32,14.25,4,11,3
random,500,11,45.3636,4,11,0
bad_greedy,500,26,17.0385,4,11,1
k=1,500,33,14.2727,4,11,61
k=2,500,34,14.6176,4,11,3061
greedy,500,89,5.61798,2,11,3
random,500,54,9.25926,2,11,0
bad_greedy,500,47,10.6383,2,11,1
k=1,500,89,5.61798,2,11,34
k=2,500,89,5.61798,2,11,1688
greedy,500,100,1.29,3,11,3
random,500,100,4.62,3,11,0
bad_greedy,500,100,4.62,3,11,1
k=1,500,100,1.25,3,11,33
k=2,500,100,1.22,3,11,1600
greedy,500,36,13.8889,4,11,3
random,500,15,33,4,11,0
bad_greedy,500,28,15.9643,4,11,1
k=1,500,37,13.3243,4,11,62
k=2,500,37,13.1892,4,11,3054
greedy,500,95,5.26316,2,11,3
random,500,69,7.24638,2,11,0
bad_greedy,500,42,11.9048,2,11,1
k=1,500,96,5.20833,2,11,32
k=2,500,96,5.20833,2,11,1596
greedy,500,100,0.96,3,11,3
random,500,100,4.55,3,11,0
bad_greedy,500,100,4.55,3,11,1
k=1,500,100,0.94,3,11,31
k=2,500,100,0.93,3,11,1503
greedy,500,39,11.7692,4,11,3
random,500,9,52.8889,4,11,0
bad_greedy,500,32,15.4375,4,11,1
k=1,500,39,11.7692,4,11,66
k=2,500,39,11.7692,4,11,3108
greedy,500,94,5.31915,2,11,3
random,500,63,7.93651,2,11,0
bad_greedy,500,43,11.6279,2,11,1
k=1,500,95,5.26316,2,11,30
k=2,500,95,5.26316,2,11,1500
greedy,500,100,1.26,3,11,3
random,500,100,4.61,3,11,0
bad_greedy,500,100,4.61,3,11,1
k=1,500,100,1.16,3,11,39
k=2,500,100,1.13,3,11,1654
greedy,500,39,12.2821,4,11,3
random,500,16,30.4375,4,11,0
bad_greedy,500,31,16.0645,4,11,1
k=1,500,39,12.2821,4,11,59
k=2,500,39,12.2821,4,11,3027
greedy,1500,100,10.6,2,8,4
random,1500,91,16.4835,2,8,0
bad_greedy,1500,80,18.75,2,8,1
k=1,1500,100,10.4,2,8,44
k=2,1500,100,10.4,2,8,2290
greedy,1500,100,1.74,3,8,3
random,1500,100,4.58,3,8,0
bad_greedy,1500,100,4.58,3,8,1
k=1,1500,100,1.71,3,8,40
k=2,1500,100,1.69,3,8,2094
greedy,1500,48,30.7708,4,8,3
random,1500,27,54.7407,4,8,0
bad_greedy,1500,30,49.8667,4,8,1
k=1,1500,48,30.2917,4,8,67
k=2,1500,48,30.2917,4,8,2907
greedy,1500,100,10.8,2,8,3
random,1500,90,16.6667,2,8,0
bad_greedy,1500,82,18.2927,2,8,1
k=1,1500,100,10.8,2,8,50
k=2,1500,100,10.8,2,8,2307
greedy,1500,100,1.53,3,8,4
random,1500,100,4.12,3,8,0
bad_greedy,1500,100,4.12,3,8,1
k=1,1500,100,1.51,3,8,45
k=2,1500,100,1.49,3,8,2232
greedy,1500,50,29.64,4,8,3
random,1500,16,91.25,4,8,0
bad_greedy,1500,29,48.7586,4,8,1
k=1,1500,50,29.64,4,8,62
k=2,1500,50,29.64,4,8,2924
greedy,1500,100,9.8,2,8,3
random,1500,90,16.6667,2,8,0
bad_greedy,1500,79,18.9873,2,8,1
k=1,1500,100,9.8,2,8,45
k=2,1500,100,9.8,2,8,2260
greedy,1500,100,1.87,3,8,3
random,1500,100,4.43,3,8,0
bad_greedy,1500,100,4.43,3,8,1
k=1,1500,100,1.84,3,8,44
k=2,1500,100,1.82,3,8,2246
greedy,1500,51,29.4118,4,8,3
random,1500,35,42.1429,4,8,0
bad_greedy,1500,30,49.6,4,8,2
k=1,1500,51,29.1569,4,8,58
k=2,1500,51,29.1569,4,8,3048
greedy,1500,100,10,2,8,3
random,1500,91,16.4835,2,8,0
bad_greedy,1500,84,17.8571,2,8,1
k=1,1500,100,10,2,8,52
k=2,1500,100,10,2,8,2272
greedy,1500,100,1.94,3,8,3
random,1500,100,4.71,3,8,0
bad_greedy,1500,100,4.71,3,8,1
k=1,1500,100,1.91,3,8,43
k=2,1500,100,1.89,3,8,2126
greedy,1500,48,31.25,4,8,3
random,1500,22,67.8636,4,8,0
bad_greedy,1500,33,44.303,4,8,2
k=1,1500,48,31.25,4,8,56
k=2,1500,48,31.25,4,8,2995
greedy,1500,100,9.8,2,8,3
random,1500,92,16.3043,2,8,0
bad_greedy,1500,81,18.5185,2,8,1
k=1,1500,100,9.8,2,8,41
k=2,1500,100,9.8,2,8,2131
greedy,1500,100,1.66,3,8,3
random,1500,100,4.6,3,8,0
bad_greedy,1500,100,4.6,3,8,2
k=1,1500,100,1.62,3,8,45
k=2,1500,100,1.61,3,8,2011
greedy,1500,47,31.8085,4,8,3
random,1500,18,80.8333,4,8,0
bad_greedy,1500,31,45.9355,4,8,1
k=1,1500,47,31.1702,4,8,65
k=2,1500,47,31.1702,4,8,3007
greedy,1500,100,10,2,8,3
random,1500,94,15.9574,2,8,0
bad_greedy,1500,84,17.8571,2,8,2
k=1,1500,100,10,2,8,43
k=2,1500,100,10,2,8,2231
greedy,1500,100,1.76,3,8,3
random,1500,100,4.37,3,8,0
bad_greedy,1500,100,4.37,3,8,1
k=1,1500,100,1.72,3,8,45
k=2,1500,100,1.71,3,8,2194
greedy,1500,45,32.7778,4,8,3
random,1500,21,69.4762,4,8,0
bad_greedy,1500,31,48.2903,4,8,1
k=1,1500,45,32.7778,4,8,58
k=2,1500,45,32.7778,4,8,3206
greedy,1500,100,8.8,2,8,3
random,1500,92,16.3043,2,8,0
bad_greedy,1500,85,17.6471,2,8,1
k=1,1500,100,8.8,2,8,38
k=2,1500,100,8.8,2,8,2079
greedy,1500,100,2.09,3,8,4
random,1500,100,4.68,3,8,0
bad_greedy,1500,100,4.68,3,8,1
k=1,1500,100,2.07,3,8,45
k=2,1500,100,2.05,3,8,2323
greedy,1500,51,29.1373,4,8,3
random,1500,25,58.08,4,8,0
bad_greedy,1500,34,43.2059,4,8,1
k=1,1500,51,29.1373,4,8,64
k=2,1500,51,29.1373,4,8,2996
greedy,1500,100,10.2,2,8,3
random,1500,91,16.4835,2,8,0
bad_greedy,1500,82,18.2927,2,8,1
k=1,1500,100,10.2,2,8,42
k=2,1500,100,10.2,2,8,2119
greedy,1500,100,1.79,3,8,3
random,1500,100,4.38,3,8,0
bad_greedy,1500,100,4.38,3,8,1
k=1,1500,100,1.72,3,8,41
k=2,1500,100,1.7,3,8,2149
greedy,1500,54,27.5556,4,8,3
random,1500,31,47.2581,4,8,0
bad_greedy,1500,34,42.9706,4,8,1
k=1,1500,54,27.5556,4,8,51
k=2,1500,54,27.5556,4,8,2700
greedy,1500,100,12.4,2,8,3
random,1500,91,16.4835,2,8,0
bad_greedy,1500,84,17.8571,2,8,1
k=1,1500,100,12.4,2,8,51
k=2,1500,100,12.4,2,8,2548
greedy,1500,100,1.86,3,8,3
random,1500,100,4.3,3,8,0
bad_greedy,1500,100,4.3,3,8,2
k=1,1500,100,1.84,3,8,43
k=2,1500,100,1.83,3,8,2201
greedy,1500,46,31.5652,4,8,3
random,1500,24,61.8333,4,8,0
bad_greedy,1500,29,48.8621,4,8,1
k=1,1500,46,31.5652,4,8,69
k=2,1500,46,31.5652,4,8,3187
greedy,1500,100,11.6,2,8,4
random,1500,90,16.6667,2,8,0
bad_greedy,1500,82,18.2927,2,8,1
k=1,1500,100,11.6,2,8,47
k=2,1500,100,11.6,2,8,2505
greedy,1500,100,1.94,3,8,3
random,1500,100,4.25,3,8,0
bad_greedy,1500,100,4.25,3,8,1
k=1,1500,100,1.93,3,8,46
k=2,1500,100,1.92,3,8,2274
greedy,1500,48,30.4583,4,8,3
random,1500,19,78.1053,4,8,0
bad_greedy,1500,28,52.3214,4,8,2
k=1,1500,48,30.4583,4,8,63
k=2,1500,48,30.4583,4,8,2782
greedy,200,52,3.84615,2,11,4
random,200,32,6.25,2,11,0
bad_greedy,200,26,7.69231,2,11,1
k=1,200,53,3.77358,2,11,56
k=2,200,53,3.77358,2,11,2942
greedy,200,100,0.99,3,11,3
random,200,79,2.53165,3,11,0
bad_greedy,200,99,2.0202,3,11,1
k=1,200,100,0.96,3,11,31
k=2,200,100,0.94,3,11,1531
greedy,200,14,11.6429,4,11,3
random,200,9,19.5556,4,11,0
bad_greedy,200,13,11.6154,4,11,1
k=1,200,15,11.9333,4,11,70
k=2,200,15,11.9333,4,11,3214
greedy,200,60,3.33333,2,11,3
random,200,34,5.88235,2,11,0
bad_greedy,200,23,8.69565,2,11,1
k=1,200,60,3.33333,2,11,51
k=2,200,60,3.33333,2,11,2583
greedy,200,100,1.12,3,11,3
random,200,90,2.22222,3,11,0
bad_greedy,200,93,2.13978,3,11,1
k=1,200,100,1.09,3,11,32
k=2,200,100,1.06,3,11,1515
greedy,200,18,9.83333,4,11,3
random,200,12,13.1667,4,11,0
bad_greedy,200,10,15.4,4,11,1
k=1,200,18,9.83333,4,11,64
k=2,200,18,9.83333,4,11,3368
greedy,200,59,3.38983,2,11,4
random,200,39,5.12821,2,11,0
bad_greedy,200,31,6.45161,2,11,1
k=1,200,60,3.33333,2,11,53
k=2,200,60,3.33333,2,11,2709
greedy,200,100,1.25,3,11,3
random,200,87,2.29885,3,11,0
bad_greedy,200,91,2.16484,3,11,1
k=1,200,100,1.22,3,11,34
k=2,200,100,1.2,3,11,1664
greedy,200,21,8.33333,4,11,3
random,200,2,81.5,4,11,0
bad_greedy,200,8,19,4,11,1
k=1,200,21,8.33333,4,11,63
k=2,200,21,8.33333,4,11,3133
greedy,200,54,3.7037,2,11,3
random,200,30,6.66667,2,11,0
bad_greedy,200,22,9.09091,2,11,1
k=1,200,54,3.7037,2,11,55
k=2,200,54,3.7037,2,11,2846
greedy,200,100,1,3,11,3
random,200,92,2.17391,3,11,0
bad_greedy,200,96,2.07292,3,11,1
k=1,200,100,0.98,3,11,30
k=2,200,100,0.96,3,11,1440
greedy,200,15,10.4,4,11,4
random,200,8,23.25,4,11,0
bad_greedy,200,9,16.6667,4,11,1
k=1,200,16,11.4375,4,11,67
k=2,200,16,11.4375,4,11,3225
greedy,200,58,3.44828,2,11,3
random,200,34,5.88235,2,11,0
bad_greedy,200,25,8,2,11,1
k=1,200,58,3.44828,2,11,55
k=2,200,58,3.44828,2,11,2768
greedy,200,100,0.93,3,11,3
random,200,93,2.13978,3,11,0
bad_greedy,200,99,1.9798,3,11,1
k=1,200,100,0.9,3,11,32
k=2,200,100,0.88,3,11,1530
greedy,200,17,10.1176,4,11,3
random,200,3,57,4,11,0
bad_greedy,200,11,13.6364,4,11,1
k=1,200,18,10.1111,4,11,63
k=2,200,18,10.1111,4,11,3162
greedy,200,56,3.57143,2,11,3
random,200,35,5.71429,2,11,0
bad_greedy,200,31,6.45161,2,11,1
k=1,200,57,3.50877,2,11,53
k=2,200,57,3.50877,2,11,2684
greedy,200,100,1.17,3,11,3
random,200,91,2.1978,3,11,0
bad_greedy,200,91,2.17582,3,11,1
k=1,200,100,1.15,3,11,30
k=2,200,100,1.14,3,11,1491
greedy,200,18,9,4,11,3
random,200,3,62.6667,4,11,0
bad_greedy,200,14,10.7143,4,11,1
k=1,200,18,9,4,11,63
k=2,200,19,10.4737,4,11,3173
greedy,200,56,3.57143,2,11,5
random,200,32,6.25,2,11,0
bad_greedy,200,35,5.71429,2,11,1
k=1,200,56,3.57143,2,11,53
k=2,200,56,3.57143,2,11,2697
greedy,200,100,1.12,3,11,3
random,200,91,2.1978,3,11,0
bad_greedy,200,95,2.06316,3,11,1
k=1,200,100,1.09,3,11,30
k=2,200,100,1.08,3,11,1420
greedy,200,19,8.68421,4,11,3
random,200,10,16.4,4,11,0
bad_greedy,200,14,10.8571,4,11,1
k=1,200,20,9.05,4,11,68
k=2,200,20,9.05,4,11,3313
greedy,200,58,3.44828,2,11,3
random,200,32,6.25,2,11,0
bad_greedy,200,28,7.14286,2,11,1
k=1,200,58,3.44828,2,11,56
k=2,200,58,3.44828,2,11,2841
greedy,200,100,1.16,3,11,3
random,200,88,2.27273,3,11,0
bad_greedy,200,93,2.15054,3,11,1
k=1,200,100,1.07,3,11,31
k=2,200,100,1.05,3,11,1530
greedy,200,16,9.75,4,11,3
random,200,6,31.5,4,11,0
bad_greedy,200,7,21.8571,4,11,1
k=1,200,18,10.2222,4,11,65
k=2,200,18,10.2222,4,11,3200
greedy,200,57,3.50877,2,11,3
random,200,37,5.40541,2,11,0
bad_greedy,200,22,9.09091,2,11,1
k=1,200,58,3.44828,2,11,54
k=2,200,58,3.44828,2,11,2717
greedy,200,100,1.2,3,11,3
random,200,83,2.40964,3,11,0
bad_greedy,200,94,2.10638,3,11,1
k=1,200,100,1.16,3,11,32
k=2,200,100,1.15,3,11,1559
greedy,200,22,7.45455,4,11,3
random,200,18,10.6667,4,11,0
bad_greedy,200,21,7.19048,4,11,1
k=1,200,22,7.45455,4,11,65
k=2,200,22,7.45455,4,11,3254
greedy,200,63,3.1746,2,11,3
random,200,42,4.7619,2,11,0
bad_greedy,200,25,8,2,11,1
k=1,200,63,3.1746,2,11,50
k=2,200,63,3.1746,2,11,2618
greedy,200,100,1.19,3,11,3
random,200,83,2.40964,3,11,0
bad_greedy,200,94,2.11702,3,11,1
k=1,200,100,1.12,3,11,33
k=2,200,100,1.1,3,11,1634
greedy,200,22,7.86364,4,11,3
random,200,5,38.4,4,11,0
bad_greedy,200,10,15.6,4,11,1
k=1,200,22,7.86364,4,11,62
k=2,200,22,7.86364,4,11,3166
greedy,400,82,4.87805,2,11,3
random,400,54,7.40741,2,11,0
bad_greedy,400,45,8.88889,2,11,1
k=1,400,83,4.81928,2,11,45
k=2,400,83,4.81928,2,11,2305
greedy,400,100,1.08,3,11,4
random,400,99,4.0404,3,11,0
bad_greedy,400,100,3.97,3,11,1
k=1,400,100,1.05,3,11,32
k=2,400,100,1.03,3,11,1769
greedy,400,25,13.92,4,11,3
random,400,7,52.2857,4,11,0
bad_greedy,400,16,24.0625,4,11,1
k=1,400,25,13.92,4,11,73
k=2,400,25,13.92,4,11,3855
greedy,400,86,4.65116,2,11,3
random,400,52,7.69231,2,11,0
bad_greedy,400,46,8.69565,2,11,2
k=1,400,87,4.5977,2,11,41
k=2,400,87,4.5977,2,11,2096
greedy,400,100,1,3,11,5
random,400,99,4.0303,3,11,0
bad_greedy,400,100,3.98,3,11,1
k=1,400,100,0.98,3,11,47
k=2,400,100,0.96,3,11,1630
greedy,400,29,12.3793,4,11,3
random,400,13,29,4,11,0
bad_greedy,400,20,19.1,4,11,1
k=1,400,30,12.9667,4,11,61
k=2,400,30,12.9667,4,11,3045
greedy,400,82,4.87805,2,11,3
random,400,55,7.27273,2,11,0
bad_greedy,400,41,9.7561,2,11,1
k=1,400,83,4.81928,2,11,41
k=2,400,83,4.81928,2,11,2014
greedy,400,100,1.08,3,11,3
random,400,100,4,3,11,0
bad_greedy,400,99,4.0101,3,11,1
k=1,400,100,1.06,3,11,33
k=2,400,100,1.04,3,11,1567
greedy,400,31,12.871,4,11,3
random,400,15,25.9333,4,11,0
bad_greedy,400,19,19,4,11,1
k=1,400,31,12.871,4,11,60
k=2,400,31,12.871,4,11,2945
greedy,400,81,4.93827,2,11,3
random,400,62,6.45161,2,11,0
bad_greedy,400,46,8.69565,2,11,1
k=1,400,82,4.87805,2,11,42
k=2,400,83,4.81928,2,11,2031
greedy,400,100,1,3,11,3
random,400,100,3.99,3,11,0
bad_greedy,400,100,3.97,3,11,1
k=1,400,100,0.97,3,11,32
k=2,400,100,0.94,3,11,1529
greedy,400,27,13.0741,4,11,3
random,400,7,54.2857,4,11,0
bad_greedy,400,16,23.875,4,11,1
k=1,400,27,13.0741,4,11,61
k=2,400,27,13.0741,4,11,3068
greedy,400,82,4.87805,2,11,3
random,400,57,7.01754,2,11,0
bad_greedy,400,40,10,2,11,1
k=1,400,82,4.87805,2,11,43
k=2,400,83,4.81928,2,11,2165
greedy,400,100,1.11,3,11,3
random,400,100,4,3,11,0
bad_greedy,400,100,3.94,3,11,1
k=1,400,100,1.08,3,11,30
k=2,400,100,1.06,3,11,1691
greedy,400,28,13.8214,4,11,5
random,400,13,29.3077,4,11,0
bad_greedy,400,17,22.2353,4,11,2
k=1,400,28,13.8214,4,11,65
k=2,400,28,13.8214,4,11,3020
greedy,400,79,5.06329,2,11,3
random,400,46,8.69565,2,11,0
bad_greedy,400,46,8.69565,2,11,1
k=1,400,80,5,2,11,47
k=2,400,80,5,2,11,2319
greedy,400,100,1.13,3,11,3
random,400,100,4,3,11,0
bad_greedy,400,100,3.96,3,11,1
k=1,400,100,1.08,3,11,32
k=2,400,100,1.05,3,11,1523
greedy,400,31,12.8387,4,11,3
random,400,13,29.7692,4,11,0
bad_greedy,400,21,17.381,4,11,1
k=1,400,31,12.8387,4,11,59
k=2,400,31,12.8387,4,11,2967
greedy,400,76,5.26316,2,11,3
random,400,46,8.69565,2,11,0
bad_greedy,400,36,11.1111,2,11,1
k=1,400,76,5.26316,2,11,42
k=2,400,76,5.26316,2,11,1995
greedy,400,100,1.33,3,11,3
random,400,98,4.07143,3,11,0
bad_greedy,400,99,3.9899,3,11,1
k=1,400,100,1.28,3,11,33
k=2,400,100,1.25,3,11,1552
greedy,400,26,14.6923,4,11,3
random,400,8,44.375,4,11,0
bad_greedy,400,21,17.0476,4,11,1
k=1,400,27,14.3704,4,11,60
k=2,400,27,14.3704,4,11,3075
greedy,400,81,4.93827,2,11,3
random,400,52,7.69231,2,11,0
bad_greedy,400,37,10.8108,2,11,1
k=1,400,81,4.93827,2,11,41
k=2,400,82,4.87805,2,11,1966
greedy,400,100,1.1,3,11,3
random,400,100,4,3,11,0
bad_greedy,400,100,3.97,3,11,1
k=1,400,100,1.06,3,11,29
k=2,400,100,1.03,3,11,1386
greedy,400,36,10.4167,4,11,3
random,400,6,62,4,11,0
bad_greedy,400,23,15.9565,4,11,1
k=1,400,37,10.5676,4,11,62
k=2,400,37,10.5676,4,11,2881
greedy,400,81,4.93827,2,11,3
random,400,62,6.45161,2,11,0
bad_greedy,400,37,10.8108,2,11,1
k=1,400,81,4.93827,2,11,39
k=2,400,81,4.93827,2,11,1923
greedy,400,100,1.27,3,11,3
random,400,99,4.0202,3,11,0
bad_greedy,400,99,4.0404,3,11,1
k=1,400,100,1.19,3,11,29
k=2,400,100,1.17,3,11,1383
greedy,400,30,13.3333,4,11,4
